architecture,auprc,auroc,base_architecture,budget,calibration_f1,clean_abstention,exact_error,f1,family,locator,model,n,primary,task,threshold,weight,within_one
a_one_shared__w1.00__peak,0.48666270250734445,0.49811281191025375,a_one_shared,64,,,,,omnimath,peak,llama31_8b,517,0.49811281191025375,online_budget,,1.0,
a_one_shared__w1.00__peak,0.4945106106661562,0.5220934444042014,a_one_shared,128,,,,,omnimath,peak,llama31_8b,515,0.5220934444042014,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5369084314194043,0.5715249662618084,a_one_shared,256,,,,,omnimath,peak,llama31_8b,493,0.5715249662618084,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5567629434902349,0.568108389786347,a_one_shared,512,,,,,omnimath,peak,llama31_8b,392,0.568108389786347,online_budget,,1.0,
a_three_independent__w0.50__peak,0.5730985651779855,0.6184584968397089,a_three_independent,,,,,,omnimath,peak,llama31_8b,517,0.6184584968397089,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.2758539734710647,0.38848920863309355,0.19047619047619047,0.2556213017751479,omnimath,peak,llama31_8b,517,0.2556213017751479,local,-0.9140465587165783,0.5,0.4444444444444444
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,omnimath,peak,llama31_8b,0,0.5101031281572276,online,,0.5,
a_three_independent__w0.50__peak,0.5411569020898296,0.5707695533654854,a_three_independent,16,,,,,omnimath,peak,llama31_8b,517,0.5707695533654854,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5075412941756663,0.5271695174190456,a_three_independent,32,,,,,omnimath,peak,llama31_8b,517,0.5271695174190456,online_budget,,0.5,
a_three_independent__w0.50__peak,0.48666270250734445,0.49811281191025375,a_three_independent,64,,,,,omnimath,peak,llama31_8b,517,0.49811281191025375,online_budget,,0.5,
a_three_independent__w0.50__peak,0.4945106106661562,0.5220934444042014,a_three_independent,128,,,,,omnimath,peak,llama31_8b,515,0.5220934444042014,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5369084314194043,0.5715249662618084,a_three_independent,256,,,,,omnimath,peak,llama31_8b,493,0.5715249662618084,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5567629434902349,0.568108389786347,a_three_independent,512,,,,,omnimath,peak,llama31_8b,392,0.568108389786347,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5730985651779855,0.6184584968397089,a_two_global_local,,,,,,omnimath,peak,llama31_8b,517,0.6184584968397089,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.2758539734710647,0.38848920863309355,0.19047619047619047,0.2556213017751479,omnimath,peak,llama31_8b,517,0.2556213017751479,local,-0.9140465587165783,0.5,0.4444444444444444
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,omnimath,peak,llama31_8b,0,0.5210046122187032,online,,0.5,
a_two_global_local__w0.50__peak,0.5166217692630953,0.5384477129077674,a_two_global_local,16,,,,,omnimath,peak,llama31_8b,517,0.5384477129077674,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5102618650992834,0.5206242698379414,a_two_global_local,32,,,,,omnimath,peak,llama31_8b,517,0.5206242698379414,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.49166561831071964,0.5045831710750981,a_two_global_local,64,,,,,omnimath,peak,llama31_8b,517,0.5045831710750981,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5081566363862609,0.5374260533623083,a_two_global_local,128,,,,,omnimath,peak,llama31_8b,515,0.5374260533623083,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5341039999470588,0.5532240545077516,a_two_global_local,256,,,,,omnimath,peak,llama31_8b,493,0.5532240545077516,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5472053852689608,0.5573215216258468,a_two_global_local,512,,,,,omnimath,peak,llama31_8b,392,0.5573215216258468,online_budget,,0.5,
